tick,scent_id,energy,x,"y,"
2701,15,875.2999999999859,79,17,
2726,13,1224.4999999999466,80,25,
2726,15,823.7999999999847,79,17,
2726,14,930.099999999976,85,31,
2751,15,787.2999999999836,79,17,
2751,14,884.5999999999749,85,31,
2751,13,1208.9999999999454,80,25,
2776,13,1187.4999999999443,80,25,
2776,14,845.0999999999738,85,31,
2776,15,757.7999999999824,79,17,
2801,13,1240.9999999999432,80,25,
2801,14,789.5999999999726,85,31,
2801,15,744.2999999999813,79,17,
2826,14,745.0999999999715,85,31,
2826,15,724.7999999999802,79,17,
2826,13,1248.499999999942,80,25,
2851,15,698.799999999979,79,17,
2851,13,1214.4999999999409,80,25,
2851,14,711.5999999999704,85,31,
2876,13,1161.9999999999397,80,25,
2876,14,691.5999999999692,85,31,
2876,15,714.7999999999779,79,17,
2901,14,680.5999999999681,85,31,
2901,15,696.7999999999768,79,17,
2901,13,1125.4999999999386,80,25,
2926,15,698.2999999999756,79,17,
2926,14,673.5999999999669,85,31,
2926,13,1023.4999999999375,80,25,
2951,14,670.0999999999658,85,31,
2951,13,945.9999999999363,80,25,
2951,15,698.7999999999745,79,17,
2976,14,686.2999999999647,85,31,
2976,15,706.2999999999734,79,17,
2976,13,857.4999999999352,80,25,
3001,13,789.4999999999341,80,25,
3001,14,685.7999999999636,85,31,
3001,15,698.2999999999722,79,17,
3026,13,724.9999999999329,80,25,
3026,14,671.7999999999624,85,31,
3026,15,698.2999999999711,79,17,
3051,15,678.7999999999699,79,17,
3051,14,681.4999999999613,85,31,
3051,13,677.9999999999318,80,25,
3076,15,658.1999999999689,79,17,
3076,14,645.9999999999602,85,31,
3101,15,630.6999999999678,79,17,
3101,14,630.1999999999591,85,31,
3126,14,609.0999999999581,85,31,
3126,15,619.5999999999667,79,17,
3151,14,602.7999999999572,85,31,
3151,15,600.7999999999656,79,17,
3176,14,587.0999999999563,85,31,
3176,15,587.0999999999647,79,17,
3201,15,584.3999999999637,79,17,
3201,14,586.3999999999553,85,31,
3226,14,579.3999999999544,85,31,
3226,15,578.6999999999628,79,17,
3251,15,611.9999999999618,79,17,
3251,14,613.9999999999534,85,31,
3276,14,632.7999999999524,85,31,
3276,15,632.0999999999608,79,17,
3301,14,643.1999999999514,85,31,
3301,15,643.1999999999598,79,17,
3326,15,680.1999999999587,79,17,
3326,14,681.5999999999503,85,31,
3351,14,722.5999999999492,85,31,
3351,15,708.1999999999575,79,17,
3376,14,724.0999999999481,85,31,
3376,15,708.6999999999564,79,17,
3401,15,810.1999999999553,79,17,
3401,14,723.5999999999469,85,31,
3426,15,826.6999999999541,79,17,
3426,14,775.0999999999458,85,31,
3451,14,782.5999999999447,85,31,
3451,15,828.199999999953,79,17,
3476,14,772.0999999999435,85,31,
3476,15,809.6999999999518,79,17,
3501,15,790.1999999999507,79,17,
3501,14,761.5999999999424,85,31,
3526,14,749.0999999999412,85,31,
3526,15,764.6999999999496,79,17,
3551,15,746.1999999999484,79,17,
3551,14,724.5999999999401,85,31,
3576,15,730.6999999999473,79,17,
3576,14,706.099999999939,85,31,
3601,15,715.1999999999462,79,17,
3601,14,696.5999999999378,85,31,
3626,14,683.0999999999367,85,31,
3626,15,682.699999999945,79,17,
3651,15,667.599999999944,79,17,
3651,14,665.5999999999356,85,31,
3676,15,642.7999999999429,79,17,
3676,14,643.0999999999344,85,31,
3701,15,623.4999999999418,79,17,
3726,15,641.0999999999408,79,17,
3751,15,657.5999999999397,79,17,
3776,15,672.7999999999386,79,17,
3801,15,660.2999999999374,79,17,
3826,15,666.5999999999365,79,17,
3851,15,669.7999999999354,79,17,
3876,15,678.9999999999343,79,17,
