tick,scent_id,energy,x,y
7426,18,938.3999999999673,23,16,
7426,19,268.79999999999393,31,7,
7426,20,424.1999999999919,15,10,
7451,20,366.09999999999206,15,10,
7451,19,214.09999999999405,31,7,
7451,18,875.8999999999662,23,16,
7476,19,170.19999999999413,31,7,
7476,18,913.3999999999651,23,16,
7476,20,297.89999999999225,15,10,
7501,19,131.6999999999942,31,7,
7501,18,1134.899999999964,23,16,
7501,20,253.99999999999233,15,10,
7526,20,213.39999999999242,15,10,
7526,19,90.49999999999417,31,7,
7526,18,1224.3999999999628,23,16,
7551,19,60.09999999999417,31,7,
7551,18,1227.8999999999617,23,16,
7551,20,210.09999999999252,15,10,
7576,19,26.99999999999416,31,7,
7576,20,187.4999999999926,15,10,
7576,18,1225.3999999999605,23,16,
7601,18,1210.8999999999594,23,16,
7601,19,1.9999999999941593,31,7,
7601,20,155.5999999999927,15,10,
7626,20,165.69999999999277,15,10,
7626,18,1264.3999999999583,23,16,
7651,20,189.69999999999288,15,10,
7651,18,1357.8999999999571,23,16,
7676,21,954.5999999999995,19,13,
7676,18,899.399999999956,23,16,
7676,20,268.19999999999294,15,10,
7701,20,303.59999999999303,15,10,
7701,21,860.0999999999983,19,13,
7701,18,858.8999999999548,23,16,
7726,20,263.89999999999316,15,10,
7726,18,814.3999999999537,23,16,
7726,21,806.5999999999972,19,13,
7751,18,787.8999999999526,23,16,
7751,21,802.099999999996,19,13,
7751,20,235.99999999999324,15,10,
7776,21,760.0999999999949,19,13,
7776,18,735.3999999999514,23,16,
7776,20,203.49999999999335,15,10,
7801,18,714.8999999999503,23,16,
7801,21,704.0999999999938,19,13,
7801,20,178.4999999999934,15,10,
7826,20,148.3999999999935,15,10,
7826,18,737.8999999999492,23,16,
7826,21,695.5999999999926,19,13,
7851,18,706.399999999948,23,16,
7851,21,696.5999999999915,19,13,
7851,20,116.69999999999354,15,10,
7876,20,87.89999999999353,15,10,
7876,21,657.7999999999904,19,13,
7876,18,657.8999999999469,23,16,
7901,21,623.9999999999893,19,13,
7901,20,61.29999999999352,15,10,
7901,18,623.5999999999458,23,16,
7926,18,569.6999999999448,23,16,
7926,20,38.89999999999351,15,10,
7926,21,573.0999999999883,19,13,
7951,20,17.69999999999351,15,10,
7951,21,530.5999999999874,19,13,
7951,18,528.9999999999438,23,16,
7976,18,482.5999999999436,23,16,
7976,21,482.3999999999873,19,13,
8001,21,441.39999999998753,19,13,
8001,18,443.79999999994374,23,16,
8026,21,404.3999999999877,19,13,
8026,18,401.69999999994394,23,16,
8051,21,384.99999999998784,19,13,
8051,18,385.69999999994405,23,16,
8076,21,415.699999999988,19,13,
8076,18,413.3999999999442,23,16,
8101,18,530.6999999999441,23,16,
8101,21,529.999999999988,19,13,
8126,18,576.6999999999432,23,16,
8126,21,578.599999999987,19,13,
8151,21,638.899999999986,19,13,
8151,18,658.2999999999422,23,16,
8176,18,709.1999999999412,23,16,
8176,21,711.0999999999849,19,13,
8201,21,718.5999999999838,19,13,
8201,18,732.69999999994,23,16,
8226,21,750.0999999999826,19,13,
8251,21,751.5999999999815,19,13,
8276,21,793.0999999999804,19,13,
8301,21,794.5999999999792,19,13,
8326,21,808.0999999999781,19,13,
8351,21,801.599999999977,19,13,
8376,21,811.0999999999758,19,13,
8401,21,812.5999999999747,19,13,
8426,21,836.0999999999735,19,13,
8451,21,883.5999999999724,19,13,
8476,21,893.0999999999713,19,13,
8501,21,900.5999999999701,19,13,
8526,21,904.099999999969,19,13,
8551,21,997.5999999999678,19,13,
8576,21,1133.0999999999667,19,13,
8601,21,1220.5999999999656,19,13,
8626,21,1250.0999999999644,19,13,
8651,21,1309.5999999999633,19,13,
8676,21,911.0999999999622,19,13,
8676,22,1000,22,5,
8701,21,1048.599999999961,19,13,
8701,22,907.4999999999989,22,5,
8726,21,1130.09999999996,19,13,
8726,22,958.9999999999977,22,5,
8751,22,980.4999999999966,22,5,
8751,21,1277.5999999999588,19,13,
8776,21,1333.0999999999576,19,13,
8776,22,937.9999999999955,22,5,
8801,21,1322.5999999999565,19,13,
8801,22,859.4999999999943,22,5,
8826,22,782.9999999999932,22,5,
8826,21,1310.0999999999553,19,13,
8851,22,710.499999999992,22,5,
8851,21,1297.5999999999542,19,13,
8876,22,696.4999999999909,22,5,
8876,21,1184.599999999953,19,13,
8901,21,1029.599999999952,19,13,
8901,22,696.4999999999898,22,5,
8926,22,696.4999999999886,22,5,
8926,21,910.5999999999508,19,13,
8951,22,696.4999999999875,22,5,
8951,21,857.5999999999497,19,13,
8976,22,696.4999999999864,22,5,
8976,21,828.5999999999485,19,13,
9001,22,696.4999999999852,22,5,
9001,21,807.5999999999474,19,13,
9026,22,696.4999999999841,22,5,
9026,21,774.5999999999462,19,13,
9051,22,702.499999999983,22,5,
9051,21,935.5999999999451,19,13,
9076,21,1033.099999999944,19,13,
9076,22,779.9999999999818,22,5,
9101,21,1208.5999999999428,19,13,
9101,22,825.4999999999807,22,5,
9126,22,846.9999999999795,22,5,
9126,21,1290.0999999999417,19,13,
9151,22,804.4999999999784,22,5,
9151,21,1297.5999999999406,19,13,
9176,22,767.9999999999773,22,5,
9201,22,727.4999999999761,22,5,
9226,22,710.999999999975,22,5,
9251,22,716.4999999999739,22,5,
9276,22,745.9999999999727,22,5,
9301,22,777.4999999999716,22,5,
9326,22,774.9999999999704,22,5,
9351,22,794.4999999999693,22,5,
9376,22,813.9999999999682,22,5,
9401,22,883.499999999967,22,5,
9426,22,912.9999999999659,22,5,
9451,22,980.4999999999648,22,5,
9476,22,1023.9999999999636,22,5,
9501,22,1123.4999999999625,22,5,
9526,22,1182.9999999999613,22,5,
9551,22,1352.4999999999602,22,5,
9576,22,901.9999999999591,22,5,
9576,23,996.3,31,12,
9601,23,903.7999999999988,31,12,
9601,22,945.4999999999579,22,5,
9626,22,944.9999999999568,22,5,
9626,23,811.2999999999977,31,12,
9651,23,718.7999999999965,31,12,
9651,22,964.4999999999557,22,5,
9676,23,628.9999999999955,31,12,
9676,22,1035.9999999999545,22,5,
9701,23,560.7999999999947,31,12,
9701,22,1049.4999999999534,22,5,
9726,23,484.49999999999426,31,12,
9726,22,1084.9999999999523,22,5,
9751,22,1050.4999999999511,22,5,
9751,23,422.99999999999443,31,12,
9776,23,362.1999999999946,31,12,
9776,22,1079.99999999995,22,5,
9801,23,312.8999999999947,31,12,
9801,22,1057.4999999999488,22,5,
9826,23,252.79999999999484,31,12,
9826,22,1010.9999999999477,22,5,
9851,22,952.4999999999466,22,5,
9851,23,206.19999999999493,31,12,
9876,22,905.9999999999454,22,5,
9876,23,162.299999999995,31,12,
9901,22,909.4999999999443,22,5,
9901,23,115.69999999999507,31,12,
9926,22,888.9999999999432,22,5,
9926,23,82.59999999999506,31,12,
9951,22,894.499999999942,22,5,
9951,23,44.09999999999505,31,12,
9976,23,13.699999999995047,31,12,
9976,22,1043.9999999999409,22,5,
10001,22,1241.4999999999397,22,5,
